epoch,train_loss,val_threshold,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc
16,0.013186925411514358,0.43434080481529236,0.9992275416513052,0.8773751591275414,0.7872340425531915,0.7551020408163265,0.7708333333333334,0.9669513585642828,0.6622469552040323
17,0.013871492115323415,0.6318526864051819,0.9992626533944278,0.8722994975033083,0.8111111111111111,0.7448979591836735,0.776595744680851,0.9722912607351648,0.6696799956009113
18,0.012620033305919098,0.42517712712287903,0.9992626533944278,0.8722994975033083,0.8111111111111111,0.7448979591836735,0.776595744680851,0.9622355844893222,0.6494026312024108
19,0.012675755516441907,0.29110848903656006,0.9992275416513052,0.8824684068798369,0.78125,0.7653061224489796,0.7731958762886598,0.9541425560252765,0.6362168173355917
20,0.012949133079922842,0.596430242061615,0.9992450975228665,0.8824771999438679,0.7894736842105263,0.7653061224489796,0.7772020725388601,0.9698550436476933,0.6723642475705249
21,0.01195850416677753,0.2627510130405426,0.999280209265989,0.8875880338242256,0.8,0.7755102040816326,0.7875647668393783,0.961641783491794,0.6621323675437086
22,0.011817918251084532,0.36194270849227905,0.9992450975228665,0.8773839521915725,0.7956989247311828,0.7551020408163265,0.774869109947644,0.963383707421382,0.6565588367723152
23,0.01227979695920771,0.6354131102561951,0.9992450975228665,0.8773839521915725,0.7956989247311828,0.7551020408163265,0.774869109947644,0.9676513941313296,0.6744058077298045
24,0.012899355742589621,0.1946278214454651,0.9992626533944278,0.882485993007899,0.7978723404255319,0.7653061224489796,0.78125,0.9623534833274533,0.6607886725370956
25,0.011780422967217282,0.5389941334724426,0.9993153210091115,0.8825123721999923,0.8241758241758241,0.7653061224489796,0.7936507936507936,0.9673727078366298,0.6702837627942964
26,0.012737212577154359,0.5504615902900696,0.9993328768806727,0.8825211652640235,0.8333333333333334,0.7653061224489796,0.7978723404255319,0.9661029176104255,0.6663531678675643
27,0.012660396481936653,0.504855215549469,0.9991748740366215,0.8366027979170847,0.8148148148148148,0.673469387755102,0.7374301675977654,0.9640160902304751,0.6341861032846526
28,0.012177092614332715,0.3340817987918854,0.9992099857797441,0.8875528615681012,0.7676767676767676,0.7755102040816326,0.7715736040609137,0.9669917348787114,0.670620711394266
29,0.011904839337050558,0.38498926162719727,0.9992275416513052,0.8875616546321323,0.7755102040816326,0.7755102040816326,0.7755102040816326,0.9649865573790495,0.6671452853369585
30,0.011293155715583328,0.390424519777298,0.9992626533944278,0.8926724885124899,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.9647703197839993,0.6775441131955711
31,0.011507661442947155,0.5334600210189819,0.9992977651375503,0.8774103313836658,0.8222222222222222,0.7551020408163265,0.7872340425531915,0.9671982821582987,0.6800433340171314
32,0.010633184175804526,0.645934522151947,0.9992626533944278,0.8672062497510127,0.8181818181818182,0.7346938775510204,0.7741935483870968,0.9647520158547916,0.6686448235283236
33,0.010133287770405947,0.14535439014434814,0.9992626533944278,0.882485993007899,0.7978723404255319,0.7653061224489796,0.78125,0.9622650143362834,0.6587876763017251
34,0.011740379449548925,0.28770583868026733,0.9992450975228665,0.8824771999438679,0.7894736842105263,0.7653061224489796,0.7772020725388601,0.9639448484667946,0.6659991959927636
35,0.01037121498762089,0.3806510865688324,0.999280209265989,0.8824947860719301,0.8064516129032258,0.7653061224489796,0.7853403141361257,0.9676196314306458,0.6742429436185285
36,0.011016737192891493,0.3504355847835541,0.999280209265989,0.8774015383196347,0.8131868131868132,0.7551020408163265,0.783068783068783,0.9658754643724785,0.6722224341024423
37,0.010268362064728748,0.18707922101020813,0.999280209265989,0.8824947860719301,0.8064516129032258,0.7653061224489796,0.7853403141361257,0.9660275484901591,0.6742714986335272
38,0.009905674663500603,0.23061500489711761,0.999280209265989,0.8774015383196347,0.8131868131868132,0.7551020408163265,0.783068783068783,0.9647375701067407,0.6727928452584513
39,0.009406220840574605,0.39633908867836,0.999280209265989,0.8824947860719301,0.8064516129032258,0.7653061224489796,0.7853403141361257,0.966392729822879,0.6753155848988581
40,0.009736493848888817,0.19008998572826385,0.999280209265989,0.8774015383196347,0.8131868131868132,0.7551020408163265,0.783068783068783,0.963265449682678,0.6772312001804371
41,0.00890276752953267,0.23935891687870026,0.9992626533944278,0.8773927452556036,0.8043478260869565,0.7551020408163265,0.7789473684210526,0.9646030721171222,0.6724118753648173
42,0.008643710400217665,0.255726158618927,0.9992626533944278,0.882485993007899,0.7978723404255319,0.7653061224489796,0.78125,0.9658830910096483,0.671042863128812
43,0.009024093213385183,0.18203724920749664,0.9992450975228665,0.8824771999438679,0.7894736842105263,0.7653061224489796,0.7772020725388601,0.9651680713436916,0.676382757606976
44,0.008832687003158791,0.1150464117527008,0.9992275416513052,0.8824684068798369,0.78125,0.7653061224489796,0.7731958762886598,0.9629638834764689,0.6716523166995995
45,0.008609030659249175,0.1201367899775505,0.9992275416513052,0.8824684068798369,0.78125,0.7653061224489796,0.7731958762886598,0.9634884166634664,0.6727066890890208
46,0.00871931119824754,0.10772021114826202,0.9992450975228665,0.8824771999438679,0.7894736842105263,0.7653061224489796,0.7772020725388601,0.9629708820376364,0.6703844584226335
