epoch,objective
1,-4.023716062307358
2,-38.02558672819286
3,-48.889804768562314
4,-28.16733932439238
5,-29.876779100298883
6,-30.137503473833203
7,1.930136463046074
8,-7.324754433892667
9,2.520707651041448
10,1.5150989271700381
11,-6.777810383588076
12,1.1458152163773776
13,0.8052354000508786
14,0.8782391170039773
15,-1.8433467673137784
